Collector,Higher taxon,Taxon,miss mC,miss mT,miss  man-D,miss ped-D,miss_FL,miss_HL,mc,mpp,mmp,mdp,mt,ppp,pmp,pdp,h,f,Museum - Coll. #,locality,notes,Sex/age,pf-H,pf-w,m1-L,m1-W,m2-L,m2-W,hm1,hm2,hm3,hm4,hm5,m2-5 av,hpp1,hpp1-w,hpp2,hpp2-w,hpp3,hpp3-w,hpp4,hpp4-w,hpp5,hpp5-w,hpp2-5 av,hmp2,hmp3,hmp4,hmp5,hmp2-5 av,hdp1,hdp2,hdp3,hdp4,hdp5,hdp2-5 av,HU(AP),HU(ML),notes,fm1,fm2,fm3,fm4,fm5,fm2-5 av,fpp1,fpp1-w,fpp2,fpp2-w,fpp3,fpp3-w,fpp4,fpp4-w,fpp5,fpp5-w,fpp2-5 av,fmp2,fmp3,fmp4,fmp5,fmp2-5 av,fdp1,fdp2,fdp3,fdp4,fdp5,fdp2-5 av,FE(AP),FE(ML),GM,ln GM,BM,ln BM,Ast-w,CW,CD,,radius L,Ulna L,PI,BZ,md3 length,md4 length,md3/md4,mc3/mc4,mc2/mc3,pd3 length,pd4 length,pd3/pd4,mt3/mt4,pp2/pp4,md3 prehens,md4 prehens,pd3 prehens,pd4 prehens,mc/mt,md/pd,mt3/pp3,mt1/mt3,Mpp3/ip3,Ppp3/ip3
"Lemelin, P",Strepsirrhini,Galagoides alleni,,,,,,,y,y,y,y,y,y,y,y,y,y,NMNH 49548,,,,2.53,1.98,2.84,2.29,2.86,2.43,7.42,8.85,10.68,10.4,8.22,,6.55,nm,7.21,nm,10.83,nm,12.62,nm,8.62,nm,,3.93,6.74,8.84,6.11,,3.19,2.12,2.61,3.23,2.53,,2.87,2.79,,12.24,11.63,12.54,11.92,10.99,,7.88,nm,9.05,nm,11.7,nm,13.77,nm,9.7,nm,,4.28,7.12,9.63,6.4,,4.61,na,2.95,3.38,2.71,,4.21,3.24,,,,,nm,nm,nm,,,,,,30.86,35.09,0.879452835565688,1.02692307692308,0.828651685393258,34.31,38.7,0.88656330749354,1.05201342281879,0.657225853304285,1.64513108614232,2.06346153846154,1.50079744816587,1.96308724832215,0.851674641148325,0.899446225590207,1.07179487179487,0.976076555023924,1.60682492581602,1.64325842696629
,,Galagoides alleni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.862,34.404,0.898052364308518,1.04786719979532,0.877832995533676,33.94,37.966,0.894065203806622,1.05228999929209,0.655474865815099,1.71511261705913,2.14506099825181,1.5055571846743,1.94587114462711,0.84278205513523,0.909313640107219,1.08015710475852,0.973476780211373,1.55060957260106,1.60677445747115
"Lemelin, P",Strepsirrhini,Galagoides demidoff,,,,,,,y,y,y,y,y,y,y,y,y,y,AIZU 7654,,,,nm,nm,nm,nm,nm,nm,4.26,5.64,6.13,5.81,4.6,,4.84,nm,4.92,nm,6.75,nm,7.17,nm,5.52,nm,,2.34,4.68,5.59,3.83,,2.27,1.37,1.8,2.39,1.78,,1.8,1.69,,8.04,7.21,7.5,6.88,6.36,,5.07,nm,5.39,nm,7.21,nm,8.69,nm,6.61,nm,,2.38,4.76,6.08,4.41,,2.97,3.69,1.84,2.15,1.57,,2.23,1.9,,,,,nm,nm,nm,,,,,,19.36,20.96,0.923664122137405,1.05507745266781,0.920065252854812,21.31,23.8,0.895378151260504,1.09011627906977,0.620253164556962,1.86460032626427,2.19621342512909,1.596,2.1468023255814,0.817333333333333,0.908493664946035,1.04022191400832,1.072,1.44230769230769,1.51470588235294
"Lemelin, P",Strepsirrhini,Galagoides demidoff,,,,,,,y,y,y,y,y,y,y,y,y,y,AIZU 7656,,,,nm,nm,nm,nm,nm,nm,4.68,5.71,6.2,6.07,5.11,,4.96,nm,5.29,nm,6.85,nm,7.53,nm,6.06,nm,,3.24,4.76,5.8,4.05,,2.32,1.13,2.44,2.66,1.54,,1.97,1.71,,8.28,7.35,7.29,6.84,6.39,,4.95,nm,5.8,nm,7.15,nm,8.82,nm,6.97,nm,,2.95,5.08,6.28,3.25,,3.42,3.09,2.38,2.39,1.97,,2.13,2.04,,,,,nm,nm,nm,,,,,,20.25,22.06,0.917951042611061,1.02141680395387,0.920967741935484,21.9,24.33,0.900123304562269,1.06578947368421,0.657596371882086,1.87258064516129,2.19604612850082,1.67764060356653,2.20760233918129,0.850480109739369,0.924657534246575,1.01958041958042,1.1358024691358,1.4390756302521,1.40748031496063
"Lemelin, P",Strepsirrhini,Galagoides demidoff,,,,,,,y,y,y,y,y,y,y,y,y,y,AIZU 7657,,,,nm,nm,nm,nm,nm,nm,4.67,5.31,5.51,5.44,4.72,,4.66,nm,4.65,nm,6.35,nm,7.41,nm,5.58,nm,,2.93,4.48,5.41,3.45,,2.51,1.29,1.58,1.97,1.8,,1.91,1.81,,7.48,6.39,6.73,6.21,6.14,,5.12,nm,5.63,nm,7.01,nm,8.36,nm,6.27,nm,,2.79,4.31,6.12,4.45,,3.29,2.25,1.53,1.92,1.37,,2.18,1.92,,,,,nm,nm,nm,,,,,,17.92,20.23,0.885813148788927,1.01286764705882,0.963702359346642,19.58,22.61,0.865988500663423,1.08373590982287,0.673444976076555,1.96551724137931,2.35661764705882,1.68202080237741,2.3317230273752,0.818722139673105,0.915219611848826,0.960057061340942,1.11144130757801,1.41741071428571,1.62645011600928
"Lemelin, P",Strepsirrhini,Galagoides demidoff,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 150413,,,,1.38,1.27,2.01,1.59,2.1,1.66,4.44,5.42,6.18,5.41,4.92,,4.53,0.63,4.73,0.63,6.48,0.65,6.98,0.72,5.74,0.66,,3.03,4.37,5.29,3.85,,2.23,1.46,2.01,1.96,1.91,,2,1.68,,8.08,7.14,7.54,7.1,6.55,,4.97,1.05,5.64,0.53,7.32,0.59,8.64,0.71,6.56,0.62,,2.74,4.26,6.02,4.14,,2.98,2.94,2.24,2.46,2.22,,2.34,1.99,,,,,1.92,2.22,1.91,,,,,,19.04,19.64,0.969450101832994,1.14232902033272,0.877022653721683,21.36,24.22,0.881915772089183,1.06197183098592,0.652777777777778,1.75566343042071,2.26802218114603,1.53580901856764,2.06478873239437,0.819628647214854,0.891385767790262,1.03005464480874,1.07161803713528,1.48283752860412,1.71830985915493
"Lemelin, P",Strepsirrhini,Galagoides demidoff,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 212956,,,,1.62,1.41,1.92,1.43,1.9,1.55,4.61,5.71,6.29,6.06,4.94,,4.48,0.76,5.14,0.81,6,0.89,7.24,0.91,5.23,0.84,,2.9,4.44,5.17,4.09,,2.06,1.28,1.96,2.07,1.63,,1.94,1.61,,7.73,6.61,7.23,6.85,6.44,,5.25,0.93,5.22,0.61,7.04,0.6,8.3,0.74,6.08,0.69,,2.67,4.12,5.58,4.06,,1.9,3.28,1.66,1.88,1.65,,2.05,2.1,,,,,2.03,2.1,1.7,,,,,,18.69,20.54,0.909931840311587,1.03795379537954,0.907790143084261,20.05,22.61,0.886775762936754,1.05547445255474,0.628915662650602,1.65977742448331,2.04785478547855,1.54356846473029,2.02627737226277,0.869986168741355,0.93216957605985,1.02698863636364,1.06915629322268,1.35135135135135,1.70873786407767
"Lemelin, P",Strepsirrhini,Galagoides demidoff,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 212957,,,,nm,nm,nm,nm,nm,nm,4.75,5.86,6.01,5.56,5,,4.38,nm,5,nm,6.67,nm,7.42,nm,5.23,nm,,2.93,4.45,5.48,3.8,,1.97,1.69,1.98,2.22,1.6,,2.31,1.95,,8.2,6.76,6.92,6.14,5.63,,5.36,nm,5.82,nm,7.23,nm,8.22,nm,,nm,,2.56,4.34,6.19,na,,2.97,3.22,2.01,2.35,na,,2.35,2.22,,,,,nm,nm,nm,,,,,,19.11,20.68,0.924081237911025,1.08093525179856,0.975041597337771,20.5,22.9,0.895196506550218,1.12703583061889,0.708029197080292,1.85024958402662,2.32014388489209,1.67196531791908,2.34690553745928,0.86849710982659,0.93219512195122,0.957123098201936,1.1849710982659,1.49887640449438,1.66589861751152
"Lemelin, P",Strepsirrhini,Galagoides demidoff,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 215180,,,Male,1.5,1.32,1.93,1.45,1.89,1.51,4.42,5.18,5.64,5.27,4.67,,4.07,0.85,4.35,0.66,5.91,0.68,6.48,0.82,4.96,0.72,,2.27,4.06,5.2,3.73,,1.58,1.29,1.85,2.01,1.61,,2.04,1.79,,7.17,6.48,6.84,6.32,6,,4.39,0.94,4.86,0.6,6.01,0.56,7.1,0.67,5.38,0.59,,2.26,4.19,5.36,3.4,,2.75,2.64,1.64,2.04,2.06,,2.3,2.08,,,,,2.25,2.04,1.89,,,,,,17.46,18.96,0.920886075949367,1.07020872865275,0.918439716312057,18.68,20.82,0.897214217098943,1.08227848101266,0.684507042253521,1.7677304964539,2.21631878557875,1.49122807017544,1.97151898734177,0.824561403508772,0.934689507494647,1.13810316139767,1.04824561403509,1.45566502463054,1.43436754176611
"Lemelin, P",Strepsirrhini,Galagoides demidoff,,,,,,,y,y,y,y,y,y,y,y,y,y,BMNH 1982-483,,,Male,nm,nm,nm,nm,nm,nm,4.65,5.67,6.35,5.94,5.17,,4.87,nm,5.16,nm,6.96,nm,7.79,nm,5.56,nm,,2.46,4.45,5.55,3.83,,2.6,1.94,2.07,1.93,1.83,,2.32,2,,7.78,7.36,7.4,6.93,6.78,,5.13,nm,5.89,nm,6.94,nm,8.81,nm,6.63,nm,,2.72,4.67,6.23,4.02,,3.16,3.13,2.16,2.69,2.6,,2.41,2.44,,,,,nm,nm,nm,,,,,,19.83,21.21,0.934936350777935,1.06902356902357,0.892913385826772,21.17,24.66,0.858475263584753,1.06782106782107,0.668558456299659,1.79685039370079,2.24579124579125,1.56891891891892,2.17027417027417,0.858108108108108,0.936702881435994,1.06628242074928,1.05135135135135,1.56404494382022,1.48608137044968
"Lemelin, P",Strepsirrhini,Galagoides demidoff,,,,,,,y,y,y,y,y,y,y,y,y,y,BMNH 1982-484,,,Male,nm,nm,nm,nm,nm,nm,4.86,5.69,6.32,5.93,4.95,,4.42,nm,5.34,nm,6.55,nm,7.21,nm,5.5,nm,,2.59,4.39,5.89,4,,2.26,1.62,1.78,2.19,2.11,,2.28,2.09,,8.08,7.2,7.55,6.92,6.51,,5.35,nm,5.97,nm,7.21,nm,8.4,nm,6.41,nm,,2.76,4.42,6.2,3.93,,3.14,3.23,2.27,2.41,2.42,,2.51,2.43,,,,,nm,nm,nm,,,,,,19.04,21.22,0.897266729500471,1.06576728499157,0.900316455696203,21.45,23.93,0.896364396155453,1.09104046242775,0.710714285714286,1.73101265822785,2.20910623946037,1.54039735099338,2.10982658959538,0.837086092715232,0.887645687645688,1.04715672676838,1.07019867549669,1.49202733485194,1.63122171945701
"Lemelin, P",Strepsirrhini,Galagoides demidoff,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 104804,,,Female,nm,nm,nm,nm,nm,nm,4.71,5.59,6.15,5.66,5.03,,4.39,nm,5.06,nm,6.57,nm,7.24,nm,5.6,nm,,3.07,4.19,5.74,3.59,,2.05,1.38,1.54,2.08,1.41,,1.93,1.81,,8.17,7.32,7.66,6.95,6.66,,5.17,nm,5.87,nm,7.38,nm,8.54,nm,6.75,nm,,2.34,4.51,6.02,4.1,,2.94,3.38,2.01,2.24,1.87,,2.41,2.06,,,,,nm,nm,nm,,,,,,18.45,20.72,0.890444015444016,1.08657243816254,0.908943089430894,21.56,23.75,0.907789473684211,1.1021582733813,0.687353629976581,1.74959349593496,2.29328621908127,1.55221932114883,2.09496402877698,0.802872062663185,0.855751391465677,1.03794037940379,1.06657963446475,1.56801909307876,1.63636363636364
"Lemelin, P",Strepsirrhini,Galagoides demidoff,,,,,,,y,y,y,y,y,y,y,y,y,n,FMNH 122702,,,,nm,nm,nm,nm,nm,nm,4.71,5.4,5.79,6.01,5.33,,4.26,nm,4.74,nm,6.19,nm,6.74,nm,4.86,nm,,2.89,4.39,5.36,2.66,,2.13,1.42,1.86,2.1,1.54,,1.89,1.99,,7.98,7.16,7.46,6.93,6.59,,5.11,nm,5.49,nm,6.81,nm,,nm,6.25,nm,,2.26,4.52,5.42,4.02,,3.16,2.89,2.12,2.39,2.11,,na,na,,,,,nm,nm,nm,,,,,,18.23,20.21,0.902028698664028,0.963394342762063,0.932642487046632,20.91,14.74,1.41858887381275,1.07647907647908,na,1.8272884283247,2.01331114808652,1.51876675603217,na,0.776139410187668,0.871831659493066,1.09544787077827,1.06970509383378,1.41002277904328,1.50663716814159
,,Galagoides demidoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8527272727273,20.5845454545455,0.91604121490262,1.05504966679853,0.919804080235746,20.77,22.5790909090909,0.936710020218042,1.08217283071439,0.669215056426832,1.80371492039797,2.21479197183669,1.57986678403906,2.14706831102426,0.831219507791961,0.908249309488895,1.03808693940013,1.08646087041085,1.46560349970183,1.57602309911318
"Lemelin, P",Strepsirrhini,Hapalemur griseus,,,,,,,y,y,y,y,y,y,y,y,y,y,AIZU 5055,,,Male,nm,nm,nm,nm,nm,nm,9.52,13.31,15.2,15.27,14.06,,8.88,nm,11.45,nm,14.95,nm,16.36,nm,12.45,nm,,6.06,9.55,10.98,6.95,,4.84,2.68,3.86,4.19,3.44,,4.75,4.56,,21.94,24.7,24.3,25.21,23.68,,11.56,nm,14.54,nm,16.54,nm,18.16,nm,15.33,nm,,6.51,9.55,11.6,8.74,,7.56,6.89,4.98,5.28,4.57,,5.47,5.87,,,,,nm,nm,nm,,,,,,43.56,46.8,0.930769230769231,0.995415848068107,0.875657894736842,55.37,60.25,0.919004149377593,0.96390321301071,0.800660792951542,1.61184210526316,1.79043876882777,1.07366255144033,1.18048393494645,0.625514403292181,0.78670760339534,1.46916565900846,0.902880658436214,1.56544502617801,1.73193717277487
"Lemelin, P",Strepsirrhini,Hapalemur griseus,,,,,,,y,y,y,y,y,y,y,y,y,y,BMNH 1870-554,,,,nm,nm,nm,nm,nm,nm,10.74,16.18,17.92,17.04,16.16,,9.78,nm,12.58,nm,15.88,nm,17.42,nm,12.8,nm,,7.07,10.6,11.63,7.23,,4.87,3.36,4.53,4.79,3.6,,4.66,4.91,,23.1,25.12,24.96,25.38,23.6,,11.5,nm,14.4,nm,16.92,nm,18.18,nm,14.65,nm,,6.86,10.15,11.57,8.48,,8.02,7.8,4.86,na,4.78,,4.92,5.87,,,,,nm,nm,nm,,,,,,48.93,50.88,0.961674528301887,1.05164319248826,0.902901785714286,56.89,55.13,1.03192454199166,0.983451536643026,0.792079207920792,1.47767857142857,1.70481220657277,1.08453525641026,1.17218282111899,0.717948717948718,0.860080857795746,1.47517730496454,0.925480769230769,1.49811320754717,1.66699507389163
"Lemelin, P",Strepsirrhini,Hapalemur griseus,,,,,,,y,y,y,y,y,y,y,y,y,y,BMNH 1881-670,,,,nm,nm,nm,nm,nm,nm,8.39,12.68,14.23,13.78,13.3,,7.24,nm,10.42,nm,13.15,nm,14.21,nm,12.21,nm,,5.54,8.8,9.45,5.47,,5.23,3.72,4.1,4.53,3.94,,4.33,4.88,,19.85,21.93,22.03,22.25,21.01,,9.16,nm,12.6,nm,14.52,nm,16.03,nm,12.57,nm,,5.9,8.76,10.14,6.94,,7.53,6.17,5.49,5.55,4.77,,5.29,5.77,,,,,nm,nm,nm,,,,,,40.28,41.97,0.959733142720991,1.03265602322206,0.891075193253689,50.8,53.97,0.941263664999074,0.990112359550562,0.786026200873362,1.5425158116655,1.71698113207547,1.05674080798911,1.1761797752809,0.64593735814798,0.792913385826772,1.51721763085399,0.901044030867,1.49431818181818,1.65753424657534
"Lemelin, P",Strepsirrhini,Hapalemur griseus,,,,,,,y,y,y,y,y,y,y,y,y,y,MCZH 44910,,,Male,nm,nm,nm,nm,nm,nm,8.57,14.08,16.22,15.36,14.47,,8.2,nm,11.25,nm,14.55,nm,15.18,nm,11.93,nm,,6.72,9.29,10.36,6.93,,5.54,4.13,4.19,4.22,3.99,,4.39,4.25,,21.67,24.48,24.74,25.09,23.29,,11.8,nm,13.92,nm,16.29,nm,17.33,nm,14.38,nm,,6.47,9.89,11.28,8.54,,8.03,7.63,3.85,5.02,4.23,,5.51,5.5,,,,,nm,nm,nm,,,,,,44.25,45.12,0.980718085106383,1.05598958333333,0.86806411837238,54.77,58.72,0.932731607629428,0.986050219210841,0.803231390652049,1.46979038224414,1.66276041666667,1.05820533548909,1.1402949382224,0.655618431689572,0.80792404601059,1.51872314303254,0.875909458367017,1.56620021528525,1.64711830131446
"Lemelin, P",Strepsirrhini,Hapalemur griseus,,,,,,,y,y,y,y,y,y,y,y,y,y,MCZH 44911,,,Female,nm,nm,nm,nm,nm,nm,9.04,15.03,16.87,16.56,15.13,,8.35,nm,11.67,nm,15.21,nm,16.04,nm,12.15,nm,,6.51,9.68,9.72,7.01,,5.05,3.6,4.43,4.45,3.84,,3.87,4.16,,22.72,25.81,26.33,26.75,24.99,,11.27,nm,15.24,nm,17.34,nm,18.17,nm,15.38,nm,,7.34,10.31,11.81,9.03,,8.24,6.91,5.34,5.51,4.9,,5.84,5.68,,,,,nm,nm,nm,,,,,,46.19,46.77,0.987598888176181,1.01871980676329,0.890930646117368,59.32,62.24,0.953084832904884,0.984299065420561,0.83874518436984,1.47540011855365,1.55555555555556,1.05013292821876,1.1207476635514,0.640714014432207,0.778658125421443,1.51845444059977,0.862894037219901,1.57128099173554,1.68186226964113
"Lemelin, P",Strepsirrhini,Hapalemur griseus,,,,,,,y,y,y,y,y,y,y,y,y,y,MCZH 44913,,,Male,nm,nm,nm,nm,nm,nm,9.45,14.1,15.72,15.21,14.5,,8.61,nm,10.74,nm,14.18,nm,15.07,nm,11.2,nm,,6.17,8.71,9.11,6.39,,5.02,3.2,4.42,4.83,3.93,,4.88,4.6,,20.62,23.22,22.75,23.07,21.76,,10.01,nm,12.91,nm,15.27,nm,16.56,nm,13.49,nm,,6.27,8.84,10.4,7.78,,8.15,7.34,5.36,5,4.63,,5.16,5.31,,,,,nm,nm,nm,,,,,,43.03,44.22,0.973089099954772,1.03353057199211,0.896946564885496,52.22,55.03,0.948936943485372,0.986129172084959,0.779589371980676,1.45610687022901,1.58974358974359,1.05978021978022,1.16861725184222,0.690989010989011,0.824013787820758,1.4898493778651,0.906373626373626,1.62801377726751,1.72737556561086
"Lemelin, P",Strepsirrhini,Hapalemur griseus,,,,,,,y,y,y,y,y,y,y,y,y,y,NMNH 83666,,,Female,3.86,3.4,,skull missing,,,8.39,13.41,15.66,15.45,14.29,,8.24,nm,10.43,nm,13.86,nm,14.76,nm,11.12,nm,,5.93,8.72,9.7,6.52,,4.67,3.4,4.36,4.61,3.81,,4.06,4.02,,19.97,22.51,23.6,23.9,22.21,,10,nm,12.71,nm,15.52,nm,16.3,nm,13.62,nm,,6.63,9.23,10.32,7.55,,7.5,7.24,5.68,5.8,5.42,,5.03,5.15,,,,,nm,nm,nm,,,,,,42.6,44.52,0.956873315363882,1.01359223300971,0.85632183908046,54.03,56.32,0.959339488636364,0.98744769874477,0.779754601226994,1.4418901660281,1.5831715210356,1.04872881355932,1.11380753138075,0.663559322033898,0.788450860632982,1.52061855670103,0.846186440677966,1.5894495412844,1.68147345612134
"Lemelin, P",Strepsirrhini,Hapalemur griseus,,,,,yes,yes,y,y,y,y,y,y,y,y,n,y,NMNH 83667,,,,3.57,4.07,4.13,3.3,4.29,3.61,9.39,14.45,16.25,16.28,15.05,,8.64,nm,11.38,nm,14.95,nm,15.87,nm,12.32,nm,,6.36,9.45,10.92,7.57,,5.06,3.25,4,4.73,3.89,,,,,20.11,23.03,23.43,24.18,22.96,,10.25,nm,13.77,nm,16.06,nm,17.36,nm,14.25,nm,,6.69,9.85,11.81,8.95,,7.55,5.9,4.79,5.41,na,,5.69,6.26,,,,,nm,nm,nm,,,,,,44.65,47.8,0.934100418410042,0.998157248157248,0.889230769230769,54.13,58.76,0.921204901293397,0.968982630272953,0.793202764976959,1.50153846153846,1.6455773955774,1.10584720443875,1.20636889991729,0.69355527102006,0.824866063181231,1.45890410958904,0.858301323090056,1.58201058201058,1.63045685279188
"Lemelin, P",Strepsirrhini,Hapalemur griseus,,,,,,,y,y,y,y,y,y,y,y,y,y,NMNH 83668,,,,4.2,3.8,4.02,2.95,3.65,3.19,9.83,14.61,16.81,16.19,14.99,,8.58,nm,11.43,nm,14.66,nm,15.88,nm,11.82,nm,,6.71,9.28,9.66,7.02,,4.94,3.57,5,4.68,4.38,,4.46,4.09,,20.64,23.84,24.56,24.57,23.3,,10.36,nm,14.33,nm,16.08,nm,17.52,nm,14.16,nm,,7.24,9.76,11.59,8.62,,7.78,6.71,5.31,5.65,4.9,,5.21,5.65,,,,,nm,nm,nm,,,,,,45.75,46.41,0.985778926955398,1.03829524397776,0.869125520523498,55.71,59.33,0.938985336254846,0.999592999593,0.817922374429224,1.42415229030339,1.5775169857937,1.05211726384365,1.18477818477818,0.684446254071661,0.821217016693592,1.5273631840796,0.840390879478827,1.57974137931035,1.64754098360656
"Lemelin, P",Strepsirrhini,Hapalemur griseus,,,,,,,y,y,y,y,y,y,y,y,y,y,RMNH 1531878(20),,,Male,nm,nm,nm,nm,nm,nm,9.2,13.65,16.1,15.9,14.77,,8.98,nm,11.08,nm,14.69,nm,15.66,nm,11.88,nm,,6.93,9.97,11.74,8.28,,4.95,2.99,4.33,4.51,4.03,,4.76,4.58,,20.87,24.33,24.59,25.8,23.42,,11.41,nm,14.02,nm,15.84,nm,17.1,nm,13.98,nm,,6.86,10.02,11.91,9.25,,8.15,,5.33,5.47,4.94,,5.68,5.74,,,,,nm,nm,nm,,,,,,45.09,47.81,0.943108136373144,1.0125786163522,0.847826086956522,55.78,60.28,0.925348374253484,0.953100775193798,0.819883040935672,1.53167701863354,1.72327044025157,1.05164701098007,1.12441860465116,0.654737698251322,0.808354248834708,1.55239898989899,0.848718991459943,1.47342026078235,1.58083832335329
"Lemelin, P",Strepsirrhini,Hapalemur griseus,,,,,,,y,y,y,y,y,y,y,y,y,y,RMNH 421878(19),,,Male,nm,nm,nm,nm,nm,nm,9.4,13.81,15.41,15.36,14.28,,8.43,nm,10.81,nm,14.45,nm,15.74,nm,12.05,nm,,6.19,9.25,11.13,7.05,,4.6,3.3,4.37,4.85,3.73,,4.37,4.15,,21.79,24.09,23.8,24.81,24.04,,10.4,nm,13.49,nm,15.8,nm,17.26,nm,14.33,nm,,6.5,9.15,11.1,8.3,,7.51,6.77,5.17,5.7,4.56,,5.86,5.06,,,,,nm,nm,nm,,,,,,43.48,47.08,0.923534409515718,1.00325520833333,0.896171317326411,53.92,58.87,0.915916426023442,0.959290608625554,0.781575898030127,1.53796236210253,1.74934895833333,1.04831932773109,1.14308746473196,0.647478991596639,0.806379821958457,1.50632911392405,0.915546218487395,1.56216216216216,1.72677595628415
"Lemelin, P",Strepsirrhini,Hapalemur griseus,,,,,,,y,y,y,y,y,y,y,y,y,n,RMNH C,,,Male,nm,nm,nm,nm,nm,nm,9.07,13.86,15.57,,14.39,,8.98,nm,11.55,nm,15.2,nm,15.6,nm,11.32,nm,,6.84,9.67,10.39,6.98,,4.49,3.35,4.35,na,3.63,,4.73,4.63,,19.95,23.29,23.36,24.06,22.05,,10.77,nm,13.98,nm,16.16,nm,17.31,nm,14.25,nm,,6.91,9.81,11.15,8.52,,8.05,7.64,5.69,5.73,4.96,,na,na,,,,,nm,nm,nm,,,,,,44.79,25.99,1.723355136591,na,0.890173410404624,55.02,58.25,0.944549356223176,0.970906068162926,0.807625649913345,1.59730250481696,na,1.11172945205479,1.18287614297589,0.66652397260274,0.814067611777535,1.44554455445545,0.85402397260274,1.57187176835574,1.64729867482161
,,Hapalemur griseus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3833333333333,44.6141666666667,1.02169444318655,1.02307577960886,0.881202095550196,54.83,58.0958333333333,0.944357468589393,0.977772195542805,0.800024706521715,1.50565472190058,1.66356154276667,1.06678718099462,1.1594869344498,0.665585287172999,0.809469452445763,1.49997883874771,0.878145867190954,1.55683559114477,1.66893390639893
"Boyer, D",Strepsirrhini,Indri indri,yes,yes,yes,yes,,,n,n,n,y,n,n,y,y,y,y,AMNH 100508,,,Male,7.24,8.1,9.17,5.16,8.11,5.33,na,na,na,na,na,,na,na,na,na,na,na,na,na,na,na,,19.19,na,na,23.97,,13.72,8.6,10.42,11.39,na,,10.07,9.31,,na,na,na,na,na,,na,na,na,na,na,3.62,na,na,na,na,,18.79,22.38,24.34,20.81,,17.82,12.66,10.75,11.2,10.7,,11.62,11.1,,,,,na,na,na,,,,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
"Boyer, D",Strepsirrhini,Indri indri,,,,yes,yes,yes,y,y,y,y,y,y,n,n,n,n,AMNH 208992,,,,7.2,8.9,,,,,32.99,49.8,53.5,53.8,53,,28.5,4.05,36.4,3.75,43.6,4.13,47.4,4.39,42.5,4.26,,19.38,27.16,30.25,26.63,,12.66,8.29,10.56,11.61,10.8,,,,,54,56.57,56.47,56.96,55.5,,29,5.81,33,3.36,38,3.75,40.42,3.87,36.5,3.62,,,,,,,,,,,,,,,,,,,9.89,7.65,9.25,,,,,,134.82,143.06,0.942401789458968,0.994423791821561,0.930841121495327,na,na,na,0.991397471910112,na,1.32261682242991,1.44330855018587,na,na,0.947405702142731,na,1.48605263157895,0.956259961041261,1.60530191458027,na
"Lemelin, P",Strepsirrhini,Indri indri,,,,,,,y,y,y,y,y,y,y,y,y,y,CMNH B343,,,,nm,nm,nm,nm,nm,nm,30.32,44.82,52.39,53.1,51.9,,26.04,nm,33.36,nm,42.98,nm,47.69,nm,43.07,nm,,16.13,24.75,28.75,22.32,,12.81,7.61,9.62,9.69,9.19,,8.6,9.91,,52.23,54.47,57.29,59.02,57.49,,30.99,nm,34.21,nm,39.14,nm,42.87,nm,37.75,nm,,16.32,19.23,22.36,19.51,,17.38,12.33,10.73,10.86,9.68,,13.08,12.07,,,,,nm,nm,nm,,,,,,129.74,139.23,0.931839402427638,0.986629001883239,0.85550677610231,126.39,135.11,0.935459995559174,0.970687902405964,0.797993935152788,1.29280397022333,1.43954802259887,1.01885145749695,1.10521856997628,0.914470239134229,1.02650526149221,1.46371997956055,0.911677430616163,1.73656565656566,2.03536141445658
"Lemelin, P",Strepsirrhini,Indri indri,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHN 1901-518,,,,nm,nm,nm,nm,nm,nm,33.24,46.15,51.2,52.74,50.16,,28.04,nm,36.78,nm,43.93,nm,48.47,nm,44.11,nm,,na,26.22,30.49,25.82,,13.39,na,9.01,10.03,na,,8.17,9.35,,53.92,57.06,56.51,57.54,56.47,,29.37,nm,34.56,nm,40.11,nm,42.62,nm,38.05,nm,,18.86,21.84,24.31,21.61,,18.34,13.96,11.22,9.47,10.11,,12.71,11.43,,,,,nm,nm,nm,,,,,,130.36,141.73,0.919777040852325,0.970800151687524,0.9013671875,129.68,133.94,0.968194714051068,0.982099409106708,0.810886907555139,1.3701171875,1.4971558589306,1.0962661475845,1.16319082377477,0.906034330207043,1.00524367674275,1.40887559212167,0.954167403999292,1.67543859649123,1.83653846153846
