Collector,Higher taxon,Taxon,miss mC,miss mT,miss  man-D,miss ped-D,miss_FL,miss_HL,mc,mpp,mmp,mdp,mt,ppp,pmp,pdp,h,f,Museum - Coll. #,locality,notes,Sex/age,pf-H,pf-w,m1-L,m1-W,m2-L,m2-W,hm1,hm2,hm3,hm4,hm5,m2-5 av,hpp1,hpp1-w,hpp2,hpp2-w,hpp3,hpp3-w,hpp4,hpp4-w,hpp5,hpp5-w,hpp2-5 av,hmp2,hmp3,hmp4,hmp5,hmp2-5 av,hdp1,hdp2,hdp3,hdp4,hdp5,hdp2-5 av,HU(AP),HU(ML),notes,fm1,fm2,fm3,fm4,fm5,fm2-5 av,fpp1,fpp1-w,fpp2,fpp2-w,fpp3,fpp3-w,fpp4,fpp4-w,fpp5,fpp5-w,fpp2-5 av,fmp2,fmp3,fmp4,fmp5,fmp2-5 av,fdp1,fdp2,fdp3,fdp4,fdp5,fdp2-5 av,FE(AP),FE(ML),GM,ln GM,BM,ln BM,Ast-w,CW,CD,,radius L,Ulna L,PI,BZ
"Boyer, D",Scandentia,Tupaia palawanensis palawanensis,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 63018,"Philippines, Palawan Is.",,m/prime,2.74,1.69,na,na,na,na,4.26,7.5,9.07,8.1,5.6,,3.37,0.7,4.83,0.78,5.02,0.77,4.95,0.71,4.14,0.71,,2.81,3.3,3.28,na,,2.48,2.66,2.89,na,na,,2.06,2.1,,10.7,15.01,15.88,15.89,13.59,,4.98,0.78,6.96,1.02,6.62,0.96,6.8,0.9,5.6,0.8,,4.06,3.68,4.07,3.69,,3.89,3.37,3.68,3.4,na,,2.36,2.95,,,,,2.46,2.35,1.95,,,,,
"Boyer, D",Scandentia,Tupaia palawanensis palawanensis,,,,yes,,,y,y,y,y,y,n,n,n,y,y,FMNH 63019,"Philippines, Palawan Is.",,f/prime,2.98,1.54,3.2,2.15,3.11,2.11,4.36,7.76,9.15,8.31,5.67,,3.67,0.62,4.73,0.73,5.1,0.7,5.1,0.67,4.41,0.74,,2.89,3.11,3.4,2.34,,2.33,2.67,2.64,2.7,2.38,,2.06,2,,10.4,15.13,15.84,15.77,13.69,,na,na,na,na,na,na,na,na,na,na,,na,na,na,na,,na,na,na,na,na,,2.3,2.6,,,,,2.5,2.67,1.84,,,,,
"Lemelin, P",Strepsirrhini,Arctocebus calabarensis,,,,,,,y,y,y,y,y,y,y,y,y,y,AIZU 7303,,,,nm,nm,nm,nm,nm,nm,6.98,5.46,8.11,8.1,7.36,,6.08,nm,4.13,nm,6.74,nm,8.76,nm,5.95,nm,,1.23,3.43,5.61,3.02,,4.53,na,2.53,3.07,2.62,,2.8,2.91,,11.09,8.98,8.87,9.24,8.9,,6.8,nm,5.71,nm,7.85,nm,10.58,nm,8.43,nm,,2.78,4.17,6.18,4.46,,5.71,4.62,3.37,3.16,2.57,,3.02,2.91,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Arctocebus calabarensis,,,,,,,y,y,y,y,y,y,y,y,y,y,AIZU 7633,,,,nm,nm,nm,nm,nm,nm,8.02,6.43,8.8,9.19,8.05,,6.97,nm,4.03,nm,7.4,nm,10.02,nm,7.51,nm,,2.55,4,6.66,4.2,,5.37,na,3.55,4.2,3.15,,3.3,3.18,,12.14,9.59,10.18,10.37,9.62,,7.72,nm,6.44,nm,8.65,nm,11.79,nm,9.86,nm,,2.95,4.77,7.4,5.72,,6.15,5.7,4.13,4.14,4.01,,3.92,4,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Arctocebus calabarensis,,,,,,,y,y,y,y,y,y,y,y,y,y,AIZU 7665,,,,nm,nm,nm,nm,nm,nm,7.04,5.29,7.78,7.98,7.34,,6.35,nm,3.99,nm,6.92,nm,9.02,nm,6.44,nm,,2.35,3.52,5.94,3.43,,4.71,na,3.14,3.65,2.88,,2.68,2.73,,10.65,8.42,8.77,9.18,8.72,,6.47,nm,5.79,nm,7.94,nm,10.25,nm,8.26,nm,,2.8,4.03,6.16,4.75,,6.92,4.94,3.3,3.75,3.54,,3.2,3.08,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Arctocebus calabarensis,,,,,,,y,y,y,y,y,y,y,y,y,y,AIZU 7669,,,,nm,nm,nm,nm,nm,nm,7.22,6.15,8.56,8.62,7.87,,6.58,nm,3.92,nm,6.99,nm,9.93,nm,6.63,nm,,1.23,3.4,6.1,3.65,,4.91,na,2.51,4.01,3.13,,3.01,3.06,,10.47,9.06,9.62,9.79,9.53,,7.21,nm,5.83,nm,8.12,nm,11.21,nm,9.15,nm,,2.89,4.51,6.89,5.27,,6.28,6.37,2.5,3.68,3.47,,3.48,3.53,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Arctocebus calabarensis,,,,,,,y,y,y,y,y,y,y,y,y,y,AIZU 7680,,,,nm,nm,nm,nm,nm,nm,7.43,6.05,7.91,8.07,7.41,,5.91,nm,3.79,nm,6.93,nm,9.04,nm,6.58,nm,,2.14,3.61,5.88,3.62,,5.15,na,2.94,3.35,2.95,,3.1,3.31,,10.8,8.76,8.94,9.53,9.22,,7.11,nm,6.16,nm,8.41,nm,10.79,nm,8.88,nm,,2.55,4.53,6.64,5.26,,6.32,5.65,3.75,3.63,2.94,,3.49,3.63,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Arctocebus calabarensis,,,,,yes,yes,y,y,y,y,y,y,y,y,n,y,AIZU 7704,,,,nm,nm,nm,nm,nm,nm,7.42,5.73,7.79,8.19,7.27,,6.18,nm,4.42,nm,7.47,nm,9.05,nm,6.71,nm,,2.28,3.58,5.61,3.33,,4.85,na,2.61,3.96,2.86,,,,,11.13,8.91,9.57,9.65,8.82,,7.49,nm,6.49,nm,8.09,nm,10.82,nm,8.85,nm,,2.8,4.05,6.74,4.8,,6.1,5.53,2.79,3.55,3.54,,3.5,3.64,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Arctocebus calabarensis,,,,,,,y,y,y,y,y,y,y,y,y,y,AIZU 7761,,,,nm,nm,nm,nm,nm,nm,6.9,5.64,7.87,8.06,7.12,,5.78,nm,3.87,nm,6.83,nm,8.64,nm,5.57,nm,,1.93,3.61,5.66,2.97,,4.6,na,2.91,3.66,2.69,,2.8,2.6,,10.14,8.24,8.83,9.06,8.56,,6.54,nm,5.33,nm,7.54,nm,10.26,nm,7.87,nm,,2.53,3.89,6.35,4.21,,5.84,4.48,3,3.44,2.76,,2.81,2.94,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Arctocebus calabarensis,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 207949,,,Male,0.96,2.5,3.17,2.67,3.55,2.53,6.63,4.72,7.52,7.56,6.77,,5.79,1.31,3.21,0.65,6.36,0.84,8.58,1.21,5.72,0.89,,1.49,3.45,5.39,3.45,,4.41,na,2.69,3.17,2.65,,2.87,2.89,,9.6,8.56,8.76,8.51,8.73,,7.09,1.65,5.38,0.81,7.65,0.96,10.24,1.14,8.44,1.02,,2.3,4,6.26,4.7,,5.58,5.05,2.75,3.54,2.83,,2.8,2.71,,,,,2.79,3.09,2.41,,,,,
"Lemelin, P",Strepsirrhini,Arctocebus calabarensis,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 212576,,,,1.1,2.93,3.73,2.66,3.82,2.54,7.07,5.78,8.41,8.22,8.05,,6.15,1.29,3.37,0.77,6.67,0.96,9.4,1.06,7.17,0.96,,1.92,4.15,5.62,4.84,,4.56,na,2.63,3.39,3.27,,3.21,2.98,,10.37,9.04,8.91,9.1,8.85,,6.81,1.57,5.76,0.93,9.01,1.08,11.02,0.99,8.08,1.06,,2.9,5.23,6.67,4.7,,5.35,6.56,3.43,3.6,3.03,,3.25,3.29,,,,,3.05,na,na,,,,,
"Lemelin, P",Strepsirrhini,Arctocebus calabarensis,,,,,,,y,y,y,y,y,y,y,y,y,y,AMNH 212954,,,Female,0.85,1.64,3.6,2.5,3.76,2.49,6.83,5.96,7.82,7.63,7.21,,5.93,1.46,3.49,0.69,6.48,1.04,9.14,1.11,6.83,1.15,,1.7,3.87,6,4.77,,4.43,na,2.4,2.89,3.39,,3.26,3.19,,9.82,8.72,8.91,8.6,8.08,,6.95,1.93,5.91,1,8.15,1.18,11.01,1.47,8.61,1.15,,3.21,4.7,6.19,5.43,,4.72,5.66,2.98,3.64,3.18,,3.1,3.29,,,,,3.01,3.27,2.24,,,,,
"Lemelin, P",Strepsirrhini,Arctocebus calabarensis,,,,,,,y,y,y,y,y,y,y,y,y,y,BMNH 1962-1151,,,,nm,nm,nm,nm,nm,nm,6.93,6.11,8.13,8.43,7.48,,6.16,nm,,nm,6.97,nm,9.54,nm,7.03,nm,,na,4.36,5.51,4.78,,3.97,na,2.72,3.86,2.83,,2.93,2.76,,9.94,8.44,8.91,8.92,7.53,,6.89,nm,5.63,nm,8.45,nm,11.44,nm,9.11,nm,,3.35,5.04,7.37,5.93,,4.73,6.52,3.48,3.85,3.7,,3.17,2.89,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Avahi laniger,,,,,,,y,y,y,y,y,y,y,y,y,y,FMNH 5654,,,Male,nm,nm,nm,nm,nm,nm,9.91,19.94,23.3,23.91,22.21,,8.91,nm,14.76,nm,18.91,nm,20.71,nm,17.27,nm,,8.55,12.32,14.39,10.97,,5.05,5.07,6.11,6.59,5.68,,5.87,4.97,,26.02,28.95,29.66,29.4,26.99,,12.56,nm,17.04,nm,18.52,nm,20.02,nm,16.81,nm,,7.01,10.6,12.98,9.57,,9.78,7.51,6.7,6.74,6.16,,6.69,6.54,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Avahi laniger,,,,,,,y,y,y,y,y,y,y,y,y,y,MCZH 5119,,,,nm,nm,nm,nm,nm,nm,9,18.32,21.74,23.63,21.55,,8.84,nm,14.08,nm,17.6,nm,20.14,nm,16.73,nm,,7.11,11.58,14.25,9.91,,4.65,4.87,5.43,6.02,5.42,,5.16,4.73,,24.21,25.37,27.29,27.7,26.01,,11.4,nm,16.21,nm,17.36,nm,19.17,nm,16.19,nm,,6.43,9.12,11.84,9.39,,9.12,7.11,5.19,6.35,6.06,,6.14,6.16,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Avahi laniger,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHN 1901-519,,,,nm,nm,nm,nm,nm,nm,8.9,15.85,18.82,19.36,17.42,,7.81,nm,12.36,nm,15.68,nm,17.12,nm,14.31,nm,,6.56,9.29,11.64,8.46,,4.13,3.94,4.94,5.23,4.58,,4.06,4.41,,20.76,20.67,22.46,22.53,20.48,,9.66,nm,13.44,nm,14.37,nm,15.89,nm,13.6,nm,,6.7,7.6,9.39,6.74,,7.55,6.33,5.67,5.49,5.61,,6.27,5.2,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Avahi laniger,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHU 44674,,,Female,nm,nm,nm,nm,nm,nm,9.87,19.62,23.14,23.9,22.63,,9.12,nm,15.22,nm,20.04,nm,21.98,nm,18.83,nm,,6.92,11.76,13.96,10.37,,5.5,4.74,6.22,7.02,5.95,,5.39,4.86,,27.32,28.61,29.27,29.68,28.52,,12.3,nm,17.65,nm,19.18,nm,21.2,nm,17.32,nm,,4.64,10.01,12.57,9.61,,10.18,8.24,7.07,7.14,6.52,,7.05,6.05,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Avahi laniger,,,,,,,y,y,y,y,y,y,y,y,y,y,NMNH 83651,,,,3.81,4.03,,could not find,,,9.43,20.17,23.4,24.12,21.98,,8.75,nm,14.82,nm,19.07,nm,21.14,nm,17.51,nm,,7.61,11.02,14.62,10.85,,4.71,4.43,5.36,6.05,5.34,,5.19,5.75,,26.31,27.35,28.65,28.83,27.02,,11.44,nm,15.83,nm,17.16,nm,19.11,nm,15.79,nm,,6.4,8.81,12.06,9.08,,9.53,6.93,5.54,6.45,5.83,,6.65,6.17,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Avahi laniger,,,,,,,y,y,y,y,y,y,y,y,y,y,NMNH 83652,,,,3.85,3.91,,could not find,,,10.05,19.6,23.05,23.41,21.73,,9.58,nm,15.51,nm,19.03,nm,21.43,nm,17.78,nm,,8.24,12.28,14.93,10.99,,5.12,4.83,6.16,7.68,5.88,,5,5.53,,26.73,27.11,27.84,27.83,26.54,,13.27,nm,17.12,nm,17.5,nm,19.75,nm,16.23,nm,,7.12,9.8,12.66,9,,10.21,8.4,6.45,7.12,6.36,,7.06,6.19,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Avahi laniger,,,,,,,y,y,y,y,y,y,y,y,y,y,RMNH 1868(6),,,,nm,nm,nm,nm,nm,nm,9.33,17.34,20.74,21.5,19.48,,7.56,nm,13.09,nm,17.47,nm,19.29,nm,16.21,nm,,7.11,10.5,12.84,9.41,,4.5,3.55,4.37,5.46,4.64,,4.48,4.24,,22.72,23.35,24.51,24.24,21.6,,9.78,nm,13.92,nm,15.23,nm,17.38,nm,14.44,nm,,4.6,8.19,11.28,7.97,,7.88,7.37,4.98,5.51,5.04,,6.05,5.64,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Avahi laniger,,,,,,,y,y,y,y,y,y,y,y,y,y,RMNH 1871878(2),,,Male,nm,nm,nm,nm,nm,nm,10.06,18.78,21.55,22.73,20.63,,9.15,nm,14.41,nm,18.47,nm,20.4,nm,17.07,nm,,7.82,12.25,14.58,10.72,,4.84,4.89,6.55,7.06,6.25,,4.7,4.36,,26.39,27.91,27.57,28.96,27.81,,12.1,nm,16.59,nm,18.31,nm,16.53,nm,16.13,nm,,7.14,9.86,13.05,10.11,,10.9,7.49,6.98,7.57,6.88,,6.74,5.68,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Avahi laniger,,,,,,,y,y,y,y,y,y,y,y,y,y,RMNH 1876-I,,,,nm,nm,nm,nm,nm,nm,9.17,19.23,22.22,22.71,21.04,,9.05,nm,14.12,nm,17.84,nm,19.64,nm,16.67,nm,,7.78,11.03,13.85,10.15,,4.92,4.5,5.59,6.13,5.59,,4.76,4.8,,25.12,26.53,27.61,27.97,25.95,,11.86,nm,16.07,nm,16.97,nm,18.25,nm,15.27,nm,,7.31,9.94,12.08,8.92,,10.36,7.15,6.25,6.69,6.5,,6.44,5.94,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Avahi laniger,,,,,,,y,y,y,y,y,y,y,y,y,y,RMNH 1876-II,,,,nm,nm,nm,nm,nm,nm,9.76,19.86,22.46,23.33,21.26,,9.61,nm,13.92,nm,18.09,nm,20.05,nm,16.84,nm,,7.43,11.55,13.46,9.88,,5.16,4.92,6.46,6.94,6.17,,5.56,4.87,,26.03,27.72,28.53,29.22,26.89,,12.08,nm,16.59,nm,17.42,nm,18.53,nm,15.8,nm,,7.62,9.82,12.33,8.98,,9.63,7.01,7.24,6.99,6.58,,6.82,6.12,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Cheirogaleus major,,,,,,,y,y,y,y,y,y,y,y,y,y,BMNH 1872-81911,,,,nm,nm,nm,nm,nm,nm,7.88,11.09,11.78,10.9,9.27,,6.5,nm,8.85,nm,9.9,nm,10.51,nm,9.03,nm,,5.18,5.89,6.6,5.49,,3.93,2.78,2.78,3.18,3,,4.03,3.83,,13.26,15.02,14.27,13.84,12.37,,6.87,nm,9.94,nm,12.59,nm,11.11,nm,9.94,nm,,4.67,6.33,7.05,6.37,,5.26,4.14,3.43,3.58,3.49,,4.11,3.89,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Cheirogaleus major,,,,,,,y,y,y,y,y,y,y,y,y,y,MCZH 5117,,,,nm,nm,nm,nm,nm,nm,6.53,10.71,11.09,10.33,8.94,,5.61,nm,8.51,nm,9.91,nm,10.32,nm,8.66,nm,,4.65,6.19,6.89,5.85,,3.44,2.86,2.73,3.24,2.95,,3.74,3.29,,12.17,13.95,12.64,12.47,10.79,,7.01,nm,9.21,nm,9.98,nm,10.75,nm,9.69,nm,,4.49,6.28,6.9,5.62,,5,4.43,3.37,3.47,3.58,,3.95,3.63,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Cheirogaleus major,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHN 1884-2442,,,,nm,nm,nm,nm,nm,nm,7.19,10.67,11.1,10.3,9,,6.58,nm,8.97,nm,9.02,nm,9.78,nm,8.44,nm,,5.28,5.96,6.69,5.42,,3.37,2.56,2.39,2.96,2.61,,3.99,3.44,,12.5,13.98,13.73,12.96,11.62,,6.99,nm,8.98,nm,9.62,nm,10.48,nm,9.08,nm,,5.02,6.09,7.14,5.85,,4.57,4.53,2.91,3.16,3.15,,3.32,3.1,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Cheirogaleus major,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHN 1888-819,,,,nm,nm,nm,nm,nm,nm,7.62,10.76,11.7,11.24,9.69,,6.77,nm,8.89,nm,10.42,nm,11.09,nm,9.48,nm,,5.53,6.29,7.53,6.29,,3.62,2.95,2.98,3.22,3.68,,3.76,3.99,,13.91,14.76,14.26,14.3,12.82,,7.36,nm,10.46,nm,11.1,nm,11.58,nm,10.58,nm,,5.05,7.06,7.55,6.93,,5.24,na,3.37,3.37,3.5,,4.29,4,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Cheirogaleus major,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHN 1903-297,,,,nm,nm,nm,nm,nm,nm,7.13,10.84,11.52,10.66,8.85,,6.93,nm,9.11,nm,10.18,nm,10.51,nm,9.28,nm,,5.31,6.24,6.71,5.82,,3.62,2.68,2.78,2.97,2.87,,3.88,3.98,,12.71,14.79,14.12,13.41,11.7,,7.42,nm,9.72,nm,10.57,nm,11.4,nm,9.84,nm,,4.91,6.27,7.1,6.21,,5.25,4.81,3.44,3.43,3.26,,3.97,3.79,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Cheirogaleus major,,,,,,,y,y,y,y,y,y,y,y,y,y,NMNH 397231,,,Male,2.87,2.43,,could not find,,,6.84,9.39,9.93,9.27,7.95,,5.92,nm,7.44,nm,8.54,nm,8.96,nm,7.41,nm,,4.51,5.88,6.09,4.89,,3.06,2.23,2.29,2.64,2.43,,2.93,2.76,,12.38,13.45,12.78,12.4,10.8,,6.64,nm,8.91,nm,9.49,nm,9.87,nm,8.66,nm,,4.8,5.98,6.5,5.44,,4.88,4.48,3.17,3.19,2.87,,3.38,2.73,,,,,have,have,have,,,,,
"Lemelin, P",Strepsirrhini,Cheirogaleus major,,,,,,,y,y,y,y,y,y,y,y,y,y,NMNH 83653,,,,3.03,2.6,3.34,2.74,3.31,2.8,6.86,9.66,10.19,9.41,7.84,,6.44,nm,8.53,nm,9.58,nm,9.98,nm,8.63,nm,,5.38,5.93,6.43,5.4,,3.48,2.35,3.27,3.2,2.64,,3.16,2.98,,11.81,13.29,12.51,12.3,11.17,,6.66,nm,9.27,nm,10.2,nm,10.9,nm,9.95,nm,,5.15,6.11,7.2,6.29,,4.78,4.71,3.48,3.24,3.13,,3.52,3.1,,,,,have,have,have,,,,,
"Lemelin, P",Strepsirrhini,Cheirogaleus medius,,,,,,,y,y,y,y,y,y,y,y,y,y,DUPC 031,,,Male,2.6,2.12,2.71,2.11,2.64,2.22,5.3,7.26,7.81,7.37,6.07,,4.74,na,6.3,1.17,7.15,1.12,7.41,1.17,6.37,1.27,,4.07,4.91,5.19,4.33,,2.77,1.96,2,2.46,2.1,,2.65,2.43,,9.81,10.79,10.12,9.8,8.63,,5.37,na,6.89,1.3,7.71,1.3,8.32,1.26,7.13,1.3,,3.78,4.71,5.41,4.4,,3.91,3.54,2.38,2.69,2.73,,2.79,2.57,,,,,2.74,2.64,1.87,,,,,
"Lemelin, P",Strepsirrhini,Cheirogaleus medius,,,,,,,y,y,y,y,y,y,y,y,y,y,DUPC 034 (field #618m),,,Male,2.38,1.86,2.4,1.99,2.45,2.13,4.93,7.21,7.75,7.51,6.11,,4.55,1.12,6.35,1.19,7.01,1.15,7.6,1.21,6.34,1.28,,4.07,4.68,4.91,4.27,,3.21,2.02,2.05,2.61,2.12,,2.5,2.46,,9.38,10.98,9.95,9.51,8.62,,4.71,1.76,6.64,1.25,7.39,1.14,7.98,1.02,6.95,1.23,,3.67,4.56,5.15,4.13,,3.02,3.33,2.32,2.53,2.18,,2.73,2.45,,,,,2.47,2.49,1.61,,,,,
"Lemelin, P",Strepsirrhini,Cheirogaleus medius,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHN 1975-127,,,,nm,nm,nm,nm,nm,nm,5.42,7.24,7.75,7.13,5.89,,4.56,nm,6.23,nm,6.86,nm,7.36,nm,6,nm,,3.63,4.45,4.84,3.74,,2.21,1.69,1.97,2.31,1.82,,2.44,2.53,,8.83,10.23,9.41,9.07,8.15,,4.76,nm,6.71,nm,7.31,nm,7.72,nm,6.68,nm,,3.63,4.48,4.96,4.4,,3.22,na,2.12,2.32,2.01,,2.66,2.61,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Cheirogaleus medius,,,,,,,y,y,y,y,y,y,y,y,y,y,RMNH 81870(12),,,,nm,nm,nm,nm,nm,nm,4.6,6.56,6.85,6.49,5.36,,4.2,nm,5.64,nm,6.18,nm,6.61,nm,5.43,nm,,3.35,4.07,4.86,3.62,,2.49,1.54,2.02,2.14,1.84,,2.29,2,,8.19,9.25,8.88,8.66,7.28,,4.57,nm,5.95,nm,6.64,nm,7.14,nm,6.33,nm,,3.03,3.96,4.46,3.77,,3.35,2.79,2.23,2.53,1.79,,2.18,2.39,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Cheirogaleus medius,,,,,,,y,y,y,y,y,y,y,y,y,y,RMNH 81870(13),,,Male,nm,nm,nm,nm,nm,nm,4.95,7.92,7.48,6.98,5.84,,4.54,nm,6.04,nm,6.8,nm,7.21,nm,5.86,nm,,3.82,4.41,5.06,3.83,,2.28,1.65,2.1,2.1,1.7,,2.58,2.5,,9.09,10.05,9.51,9.19,8.12,,4.6,nm,6.49,nm,7.03,nm,7.82,nm,6.24,nm,,3.43,4.43,5.39,4.46,,3.64,3.65,2.18,2.48,3.17,,2.58,2.72,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Cheirogaleus medius,,,,,,,y,y,y,y,y,y,y,y,y,y,RMNH 81870(15),,,Male,nm,nm,nm,nm,nm,nm,4.79,6.99,7.49,6.76,5.59,,4.24,nm,5.73,nm,6.39,nm,6.68,nm,5.6,nm,,3.48,4.13,4.54,3.91,,2.3,1.75,2.06,2.2,2.04,,2.34,2.26,,8.97,9.63,9.05,8.69,7.28,,4.67,nm,5.93,nm,6.67,nm,7.02,nm,6.04,nm,,3.31,4.25,4.84,4.23,,3.4,3.2,2.13,2.33,1.99,,2.54,2.64,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Daubentonia madagascariensis,,,,,,,y,y,y,y,y,y,y,y,y,y,AIZU 1843,,,Female,nm,nm,nm,nm,nm,nm,13.63,19.42,35.75,24.81,21.22,,17.88,nm,27.77,nm,42.49,nm,44.9,nm,29.94,nm,,18.7,19.69,32.41,20.4,,15.02,15.68,7.28,16.06,14.51,,6.76,7.62,,25.77,29.19,31.23,30.62,31.23,,12.67,nm,22.89,nm,24.71,nm,25.9,nm,24.63,nm,,12.67,16.38,18.64,16.77,,10.19,11.7,14.73,14.8,14.43,,6.7,7.24,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Daubentonia madagascariensis,,,yes,yes,,,y,y,y,n,y,y,y,n,y,y,AMNH 185643,,,,8.54,6.01,4.64,3.22,4.8,4,13.89,19.98,30.59,24.76,20.78,,18.96,nm,30.23,nm,43.96,nm,48.66,nm,31.15,nm,,18.43,20,34.22,21.15,,na,na,na,na,na,,6.43,7.63,,26.6,29.74,31.24,31.03,27.53,,12.86,nm,24.16,nm,26.12,nm,27.14,nm,24.14,nm,,12.64,16.48,19.17,17.65,,na,na,na,na,na,,7.11,7.18,,,,,6.62,7.8,5.36,,,,,
"Lemelin, P",Strepsirrhini,Daubentonia madagascariensis,,,,,,,y,y,y,y,y,y,y,y,y,y,CMNH B198,,,,nm,nm,nm,nm,nm,nm,13.97,18.88,34.76,24.12,21.56,,18.57,nm,29.34,nm,44.2,nm,47.42,nm,30.67,nm,,18.88,19.92,34.34,20.93,,13.35,11.87,3.26,12.96,12.06,,8.35,8.07,,25.95,28.08,30.42,27.99,27.7,,13.58,nm,23.9,nm,26.48,nm,27.85,nm,23.83,nm,,12.98,16.59,19.52,17.78,,8.19,na,11.18,10.57,11.49,,7.33,7.98,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Daubentonia madagascariensis,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHN 1901-647,,,,nm,nm,nm,nm,nm,nm,13.24,19.48,34.01,25.08,21.4,,18.91,nm,28.23,nm,39.68,nm,44.26,nm,29.12,nm,,18.15,15.99,31.71,20.42,,13.67,13.27,5.28,13.67,12.85,,7.26,8.29,,25.9,30.25,31.3,31.17,29.85,,13.09,nm,22.85,nm,24.28,nm,26.41,nm,23.6,nm,,12.88,15.91,18.75,16.88,,9.79,11.22,11.45,11.92,11.51,,7.06,7.57,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Daubentonia madagascariensis,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHN 1911-136,,,,nm,nm,nm,nm,nm,nm,13.77,20.51,37.13,25.43,21.77,,na,nm,28.55,nm,42.15,nm,46.08,nm,30.77,nm,,19.04,19.59,32.94,21.61,,na,13.99,6.52,15.9,14.62,,7.17,8.06,,26.28,30.9,31.92,31.99,30.06,,12.81,nm,23.42,nm,25.7,nm,27.67,nm,24.17,nm,,12.95,16.89,19.24,17.23,,10.45,12.77,12.95,12.53,14.23,,7.58,7.6,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Daubentonia madagascariensis,,,,,,,y,y,y,y,y,y,y,y,y,y,MNHU 84264,,,,nm,nm,nm,nm,nm,nm,13.81,19.39,35.81,24.17,19.32,,18.96,nm,29.07,nm,40.65,nm,46.93,nm,29.1,nm,,19.05,18.22,33.73,19.05,,12.52,11.81,5.04,12.88,11.59,,6.72,7.25,,26.54,29.73,30.34,30.72,29.79,,13.06,nm,23.62,nm,25.49,nm,27.6,nm,25.88,nm,,13.63,17.32,19.72,18.25,,9.51,9.71,10.73,10.97,11.06,,6.91,7.84,,,,,nm,nm,nm,,,,,
"Lemelin, P",Strepsirrhini,Daubentonia madagascariensis,,,,,,,y,y,y,y,y,y,y,y,y,y,NMNH 199694,,,,7.9,5.6,3.89,2.97,3.88,3.69,13.57,19.21,37.1,24.66,21.1,,18.18,nm,29.18,nm,40.39,nm,45.12,nm,29.55,nm,,17.81,17.89,32.27,19.86,,14.54,12.41,5.66,13.91,14.33,,6.84,7.67,,26.32,30.6,31.9,31.71,29.98,,13.21,nm,24.39,nm,26.3,nm,27.4,nm,25,nm,,13.29,16.9,18.71,16.76,,10.27,12.45,11.47,12.38,12.74,,6.66,7.32,,,,,nm,nm,nm,,,,,
